assembly	chr	start	end	aa_len	transcript_id	interpro_ids	interpro_info	celeg_symbol	celeg_id	celeg_brief_Description	celeg_aa_len	qcovs	pident	evalue	bitscore
oscheius_tipulae.PRJNA644888	X	11261718	11267219	784	Oti_3692_t	IPR013763, IPR036915, IPR004367, IPR006671, IPR019164	Cyclin-like, Cyclin-like superfamily, Cyclin C-terminal domain, Cyclin N-terminal, Transmembrane protein 147	ZK418.5	ZK418.5		225	20	44.172	4.33e-31	121
oscheius_tipulae.PRJNA644888	X	11267294	11268600	325	Oti_3693_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11272035	11273348	360	Oti_3694_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11279580	11281635	560	Oti_3696_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11281906	11285225	889	Oti_3697_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11286697	11287870	296	Oti_3699_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11288110	11288634	124	Oti_3700_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11289869	11293238	960	Oti_3701_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11294391	11294784	116	Oti_3703_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11294965	11303828	2406	Oti_3704_t	IPR010285, IPR027417	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	13	30.657	9.05e-12	69.7
oscheius_tipulae.PRJNA644888	X	11304030	11306734	219	Oti_3705_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11306920	11307562	158	Oti_3706_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
