assembly	chr	start	end	aa_len	transcript_id	interpro_ids	interpro_info	celeg_symbol	celeg_id	celeg_Description	celeg_aa_len	qcovs	pident	evalue	bitscore	celeg_chr
nxOscSpeu1.1	II	7348170	7350983	478	4947_t	IPR001584, IPR024445, IPR036397, IPR012337	Integrase catalytic core, ISXO2-like transposase domain, Ribonuclease H superfamily, Ribonuclease H-like superfamily	mab-31	Y54E10A.16	mab-31 encodes a novel protein that is highly conserved amongst nematodes; mab-31 functions in the TGF-beta signaling pathway to regulate the male tail ray patterning process, specifically the positioning of the R7-derived ray cell cluster; a mab-31::gfp reporter is expressed in a wide variety of tissues, including the intestine, hypodermis, pharynx, and neuronal support cells; in males, mab-31::gfp is also seen in the ray structural cells; a MAB-31::GFP localizes to the nucleus.	427	24	26.446	3.83e-6	49.3	I
nxOscSpeu1.1	II	7351115	7352713	249	4948_t	IPR001452, IPR036028, NA	SH3 domain, SH3-like domain superfamily, NA	stam-1	C34G6.7b	stam-1 encodes a protein containing an N-terminal VSH domain, a central ubiquitin-interacting motif and SH3 domain, and a C-terminal glutamine/asparagine (Q/N)-rich domain that is the C. elegans ortholog of the Janus kinase substrate STAM ('signal-transducing adaptor molecule'); stam-1 is required for maintaining meiotic arrest and for acetylcholine neurotransmission; STAM-1 is required in the germline for arrested oocytes to continue responding to an inhibitory signal from somatic gonadal sheath cells, before the oocytes have been induced by major sperm protein (MSP) to exit meiotic prophase; STAM-1 is located in puncta of the DA motor neurons; STAM-1 and HGRS-1 physically interact in vivo, forming the C. elegans ESCRT-0 complex on early endosomes; in the context of the complex, both STAM-1 and HGRS-1 bind ubiquitin.	397	62	56.97	1.8299999999999998e-57	187	I
nxOscSpeu1.1	II	7353062	7354477	373	4949_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7358781	7359487	209	4950_t	IPR025476	Helitron helicase-like domain	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7363278	7364180	300	4951_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7364503	7365081	192	4952_t	IPR009878	Phlebovirus glycoprotein G2	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7370129	7370838	156	4953_t	IPR005636	DTW	Y53C12A.10	Y53C12A.10	Predicted to enable tRNA-uridine aminocarboxypropyltransferase activity. Predicted to be involved in tRNA processing. Predicted to be located in Golgi apparatus. Is an ortholog of human DTWD1 (DTW domain containing 1).	235	90	55.405	5.2e-51	162	II
nxOscSpeu1.1	II	7371327	7371771	135	4954_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7378011	7378601	196	4955_t	IPR004875	DDE superfamily endonuclease domain	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7380146	7381863	410	4956_t	IPR024079, IPR000718, IPR018497, IPR042089, IPR008753, NA	Metallopeptidase catalytic domain superfamily, Peptidase M13, Peptidase M13 C-terminal domain, Peptidase M13 domain 2, Peptidase M13 N-terminal domain, NA	nep-1	ZK20.6	ZK20.6 encodes a neprilysin; neprilysins are thermolysin-like zinc metallopeptidases, found on the outer surface of animal cells, that negatively regulate small signalling peptides (e.g., enkephalin, tachykinin, insulin, and natriuretic peptides) by cleaving them; ZK20.6 is closely paralogous to F18A12.8, and orthologous to CG9761 in Drosophila melanogaster; more generally, ZK20.6 falls into a group of proteins that includes the classical neprilysins found in mammals (e.g., PEX [OMIM:307800] and the enkephalin cleaving enzymes).	754	79	22.788	3.74e-23	102	II
nxOscSpeu1.1	II	7382089	7383410	320	4957_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7383488	7383841	106	4958_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7384425	7384690	62	4959_t	IPR024079, IPR000718, IPR018497, NA	Metallopeptidase catalytic domain superfamily, Peptidase M13, Peptidase M13 C-terminal domain, NA	nep-12	F26G1.6a	F26G1.6 encodes a neprilysin; neprilysins are thermolysin-like zinc metallopeptidases, found on the outer surface of animal cells, that negatively regulate small signalling peptides (e.g., enkephalin, tachykinin, insulin, and natriuretic peptides) by cleaving them; while F26G1.6 has no clear orthologs in other organisms, it falls into a group of proteins that includes the classical neprilysins found in mammals (e.g., PEX [OMIM:307800] and the enkephalin cleaving enzymes).	772	90	46.429	9.91e-15	66.2	II
nxOscSpeu1.1	II	7385718	7389328	156	4960_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	10224818	10226001	275	5800_t	IPR012337	Ribonuclease H-like superfamily	C10A4.1	C10A4.1	Predicted to enable protein dimerization activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. Is an ortholog of human ZBED1 (zinc finger BED-type containing 1).	532	76	26.291	1.18e-14	73.6	X
nxOscSpeu1.1	III	1374	1863	127	5801_t	NA	NA	tpp-2	F21H12.6	F21H12.6 encodes the C. elegans tripeptidyl peptidase II ortholog; loss of F21H12.6 activity via RNAi indicates that the product of F21H12.6 promotes fat formation; an F21H12.6::GFP reporter fusion is expressed in the intestine, the site of fat storage, and in a subset of nerve ring neurons.	1374	91	29.688	9.82e-11	57.8	II
nxOscSpeu1.1	III	2075	4695	389	5802_t	IPR036085, IPR000209, IPR036852, IPR012337	PAZ domain superfamily, Peptidase S8/S53 domain, Peptidase S8/S53 domain superfamily, Ribonuclease H-like superfamily	prg-1	D2030.6	prg-1 encodes a novel, basic protein that is one of two C. elegans members of the Piwi subfamily of highly conserved Argonaut/Piwi proteins; during development, PRG-1 activity is essential for successful gametogenesis, normal levels of fertility, and accumulation of 21 U-RNAs (piRNAs), small RNAs expressed in the germ line; in addition, PRG-1 appears to act upstream of an siRNA pathway to regulate transposition of the Tc3 DNA transposon; PRG-1 physically interacts with 21 U-RNAs in vivo; PRG-1 localizes to P granules throughout development.	824	74	46.277	9.629999999999999e-54	190	I
nxOscSpeu1.1	III	9495398	9507960	2337	8761_t	IPR010285, IPR027417, NA	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase, NA	pif-1	Y18H1A.6c	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	571	7	26.38	1.43e-9	63.5	I
nxOscSpeu1.1	III	9509040	9509885	244	8762_t	NA	NA	etc-1	D2085.4	Enables ubiquitin protein ligase activity. Involved in positive regulation of metaphase/anaphase transition of meiotic cell cycle; regulation of metaphase/anaphase transition of meiosis II; and ubiquitin-dependent protein catabolic process. Is an ortholog of human UBE3C (ubiquitin protein ligase E3C).	1001	45	29.565	0.007	37.7	II
nxOscSpeu1.1	III	9510894	9521664	2704	8763_t	IPR010285, IPR027417, NA	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase, NA	Y116F11A.1	Y116F11A.1	Predicted to enable ATP binding activity; ATP hydrolysis activity; and DNA helicase activity. Predicted to be involved in DNA duplex unwinding and DNA replication. Predicted to be located in replication fork.	202	7	32.292	1.27e-11	66.2	V
nxOscSpeu1.1	III	9525740	9530085	1229	8764_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2567109	2574944	1159	9419_t	IPR027450, IPR037151, IPR012677, IPR005123, IPR000504, IPR035979, IPR014729, IPR012921, IPR010912, IPR016194, IPR011063, NA	Alpha-ketoglutarate-dependent dioxygenase AlkB-like, Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily, Nucleotide-binding alpha-beta plait domain superfamily, Oxoglutarate/iron-dependent dioxygenase, RNA recognition motif domain, RNA-binding domain superfamily, Rossmann-like alpha/beta/alpha sandwich fold, Spen paralogue and orthologue SPOC C-terminal, Spen paralogue/orthologue C-terminal metazoa, SPOC-like C-terminal domain superfamily, tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal, NA	grld-1	F29C4.7a	grld-1 is orthologous to human RBM15 (OMIM:606077, mutated in infantile acute megakaryoblastic leukemia) and Drosophila NITO; GRLD-1 encodes a paralog of DIN-1; like DIN-1, it has N-terminal RNA recognition motifs (RRMs) and a C-terminal SID/RD (SMRT interaction domain/repressor) domain.	520	43	52.756	0	551	IV
nxOscSpeu1.1	IV	2575828	2576755	284	9420_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2582122	2582533	109	9421_t	IPR012677, IPR000504, IPR035979, NA	Nucleotide-binding alpha-beta plait domain superfamily, RNA recognition motif domain, RNA-binding domain superfamily, NA	rbm-3.2	R09B3.3	Predicted to enable mRNA binding activity. Predicted to be involved in pre-mRNA cleavage required for polyadenylation. Predicted to be part of mRNA cleavage and polyadenylation specificity factor complex. Is an ortholog of human RBM3 (RNA binding motif protein 3).	85	71	49.351	9.04e-25	89.4	I
nxOscSpeu1.1	IV	2583384	2589539	1875	9422_t	IPR016024, IPR032430, IPR021843, NA	Armadillo-type fold, Proteasome activator Blm10 mid region, Proteasome activator complex subunit 4 C-terminal domain, NA	T28B8.4	T28B8.4	Predicted to enable lysine-acetylated histone binding activity; peptidase activator activity; and proteasome binding activity. Predicted to be involved in proteasomal ubiquitin-independent protein catabolic process. Predicted to be located in cytosol and nucleus. Is an ortholog of human PSME4 (proteasome activator subunit 4).	1874	99	27.865	0	690	I
nxOscSpeu1.1	IV	2589695	2591538	488	9423_t	IPR000717, IPR036390, IPR036388, NA	Proteasome component (PCI) domain, Winged helix DNA-binding domain superfamily, Winged helix-like DNA-binding domain superfamily, NA	rpn-5	F10G7.8	Predicted to be located in cytoplasm. Predicted to be part of nuclear proteasome complex and proteasome regulatory particle, lid subcomplex. Is an ortholog of human PSMD12 (proteasome 26S subunit, non-ATPase 12).	490	96	60	0	590	II
nxOscSpeu1.1	IV	2591885	2592749	234	9424_t	IPR006818, IPR036747, NA	Histone chaperone ASF1-like, Histone chaperone ASF1-like superfamily, NA	asfl-1	C03D6.5	Predicted to enable histone binding activity. Involved in DNA replication and multicellular organismal reproductive process. Predicted to be located in nucleus. Human ortholog(s) of this gene implicated in breast cancer. Is an ortholog of human ASF1A (anti-silencing function 1A histone chaperone) and ASF1B (anti-silencing function 1B histone chaperone).	245	75	55.618	1.1399999999999999e-66	206	I
nxOscSpeu1.1	IV	2593379	2594396	300	9425_t	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2595340	2595759	126	9426_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2596305	2597232	201	9427_t	IPR029006, IPR007122, NA	ADF-H/Gelsolin-like domain superfamily, Villin/Gelsolin, NA	gsnl-1	K06A4.3	gsnl-1 encodes one of three C. elegans gelsolin-related proteins; GSNL-1 contains four gelsolin-like (G) domains; GSNL-1 is predicted to function in vivo as an actin regulatory protein and in vitro, demonstrates actin filament severing activity; GSNL-1 also exhibits calcium-dependent capping of the barbed ends of actin filaments and stays bound to the side of actin filaments; GSNL-1 additionally binds to G-actin.	475	94	39.462	9.98e-45	154	V
nxOscSpeu1.1	IV	2597284	2597943	196	9428_t	IPR029006, IPR007123, IPR007122, NA	ADF-H/Gelsolin-like domain superfamily, Gelsolin-like domain, Villin/Gelsolin, NA	gsnl-1	K06A4.3	gsnl-1 encodes one of three C. elegans gelsolin-related proteins; GSNL-1 contains four gelsolin-like (G) domains; GSNL-1 is predicted to function in vivo as an actin regulatory protein and in vitro, demonstrates actin filament severing activity; GSNL-1 also exhibits calcium-dependent capping of the barbed ends of actin filaments and stays bound to the side of actin filaments; GSNL-1 additionally binds to G-actin.	475	90	48.404	2.8299999999999996e-52	174	V
nxOscSpeu1.1	IV	2598185	2599198	229	9429_t	IPR004316, NA	SWEET sugar transporter, NA	swt-5	K06A4.4	Predicted to enable transcription coregulator activity. Predicted to be involved in carbohydrate transport and regulation of transcription by RNA polymerase II. Predicted to be located in plasma membrane. Predicted to be integral component of membrane. Predicted to be part of mediator complex. Is an ortholog of human SLC50A1 (solute carrier family 50 member 1).	239	97	68.778	2.4600000000000002e-117	334	V
nxOscSpeu1.1	IV	2599722	2601741	505	9430_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2602111	2602470	119	9431_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2604803	2605634	195	9432_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2605686	2607447	140	9433_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2607471	2607910	109	9434_t	NA	NA	F35D2.2	F35D2.2	Enriched in AVK; XXX cell; germline precursor cell; hypodermis; and sensory neurons based on tiling array and RNA-seq studies. Is affected by several genes including daf-16; daf-2; and daf-12 based on microarray and RNA-seq studies. Is affected by seventeen chemicals including methylmercury hydroxide; manganese chloride; and Alovudine based on RNA-seq and microarray studies.	377	100	71.171	2.5099999999999998e-54	173	II
nxOscSpeu1.1	IV	2610770	2616382	849	9435_t	IPR012677, IPR000494, IPR000504, IPR035979, NA	Nucleotide-binding alpha-beta plait domain superfamily, Receptor L-domain, RNA recognition motif domain, RNA-binding domain superfamily, NA	rbm-3.2	R09B3.3	Predicted to enable mRNA binding activity. Predicted to be involved in pre-mRNA cleavage required for polyadenylation. Predicted to be part of mRNA cleavage and polyadenylation specificity factor complex. Is an ortholog of human RBM3 (RNA binding motif protein 3).	85	9	49.351	2.22e-22	92	I
nxOscSpeu1.1	IV	2616637	2617716	258	9436_t	IPR029055, IPR000426, IPR001353	Nucleophile aminohydrolases N-terminal, Proteasome alpha-subunit N-terminal domain, Proteasome subunit alpha/beta	pas-7	ZK945.2	pas-7 encodes a proteasome alpha-type three subunit of the core 20S proteasome subcomplex; loss of pas-7 activity via RNAi results in several defects including embryonic and larval lethality, sterility, and abnormal meiotic progression.	250	88	46.018	3.54e-73	223	II
nxOscSpeu1.1	IV	2618339	2621497	852	9437_t	IPR035647, IPR000640, IPR041095, IPR027417, IPR020568, IPR014721, IPR005225, IPR031157, IPR000795, IPR005517, IPR004161, IPR009000, NA	EF-G domain III/V-like, Elongation factor EFG domain V-like, Elongation Factor G domain II, P-loop containing nucleoside triphosphate hydrolase, Ribosomal protein S5 domain 2-type fold, Ribosomal protein S5 domain 2-type fold subgroup, Small GTP-binding protein domain, Tr-type G domain conserved site, Transcription factor GTP-binding domain, Translation elongation factor EFG/EF2 domain IV, Translation elongation factor EFTu-like domain 2, Translation protein beta-barrel domain superfamily, NA	eef-2	F25H5.4a	eef-2 encodes a homolog of translation elongation factor 2 (EF-2), a GTP-binding protein essential for the elongation phase of protein synthesis; eef-2 is required for embryogenesis and vulval morphogenesis, and is expressed during all stages of development, including the dauer larval stage.	852	100	92.371	0	1650	I
nxOscSpeu1.1	IV	9677964	9678283	106	11848_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	6537	12182	1602	11849_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	15617	17120	310	11850_t	IPR024445	ISXO2-like transposase domain	mab-31	Y54E10A.16	mab-31 encodes a novel protein that is highly conserved amongst nematodes; mab-31 functions in the TGF-beta signaling pathway to regulate the male tail ray patterning process, specifically the positioning of the R7-derived ray cell cluster; a mab-31::gfp reporter is expressed in a wide variety of tissues, including the intestine, hypodermis, pharynx, and neuronal support cells; in males, mab-31::gfp is also seen in the ray structural cells; a MAB-31::GFP localizes to the nucleus.	427	42	29.139	7.2e-6	47.4	I
nxOscSpeu1.1	V	26455	27476	329	11851_t	IPR009057, IPR038717, IPR025246, IPR036388, NA	Homeobox-like domain superfamily, Tc1-like transposase DDE domain, Transposase IS30-like HTH domain, Winged helix-like DNA-binding domain superfamily, NA	F46F5.8	F46F5.8	Is affected by several genes including rrf-3; clk-1; and rrf-1 based on tiling array and microarray studies. Is affected by Tunicamycin and paraquat based on microarray studies.	68	15	34.694	0.003	36.2	II
nxOscSpeu1.1	V	28766	30453	321	11852_t	NA	NA	rad-50	T04H1.4a	rad-50 encodes the C. elegans ortholog of eukaryotic Rad50 and bacterial SbcC; RAD-50 is predicted to function, in a complex with MRE-11 and COM-1, in homology-mediated double-strand break (DSB) repair; genetic analyses indicate that rad-50 is required for a distinct pathway of meiotic DSB repair that functions from the onset of meiotic prophase through the midpachytene/late pachytene transition.	1298	29	38.384	8.29e-11	63.2	V
nxOscSpeu1.1	V	36644	39986	238	11853_t	IPR001969, NA	Aspartic peptidase active site, NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	42188	42772	194	11854_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	46005	46469	154	11855_t	NA	NA	Y20C6A.1	Y20C6A.1a	This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction.	984	54	27.473	0.007	35.8	V
nxOscSpeu1.1	V	46820	48283	487	11856_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	50921	51872	183	11857_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	68442	70798	380	11858_t	IPR010285	DNA helicase Pif1-like	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	71162	72005	230	11859_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	72662	73486	248	11860_t	IPR041426, IPR001888, IPR036388, NA	Mos1 transposase HTH domain, Transposase type 1, Winged helix-like DNA-binding domain superfamily, NA	fbxa-167	C31C9.3	This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction.	377	24	36.667	6.41e-8	52.8	II
nxOscSpeu1.1	V	79386	86131	976	11861_t	IPR000558, IPR009072, IPR012816, IPR036390, IPR037238, IPR013087, NA	Histone H2B, Histone-fold, NADAR, Winged helix DNA-binding domain superfamily, YbiA-like superfamily, Zinc finger C2H2-type, NA	F33H1.4	F33H1.4	Expressed in gonad.	1378	26	36.015	4.69e-48	186	II
nxOscSpeu1.1	V	86219	89151	625	11862_t	IPR020472, IPR001680, IPR019775, IPR017986, IPR036322, IPR015943, NA	G-protein beta WD-40 repeat, WD40 repeat, WD40 repeat conserved site, WD40-repeat-containing domain, WD40-repeat-containing domain superfamily, WD40/YVTN repeat-like-containing domain superfamily, NA	rack-1	K04D7.1	rack-1 encodes a seven-WD repeat-containing protein that is the C. elegans ortholog of vertebrate Receptor for Activated C Kinase (Rack1); rack-1 is required cell autonomously for VD/DD motor axon pathfinding; rack-1 is also required for gonadal distal tip cell migration and for normal brood sizes; genetic analyses indicate that rack-1 functions in the same pathway with ced-10/Rac and unc-115/abLIM, and in parallel to mig-2/RhoG and unc-34/Enabled, to control axon pathfinding; in regulating axon pathfinding, RACK-1 likely acts upstream of UNC-115 with which it physically interacts; rack-1 also acts downstream of, or with, unc-115 to regulate P cell nuclear migration; in regulating gonadal distal tip cell migration, rack-1 acts either independently of, or in the same pathway as, ced-10 and mig-2; rack-1::gfp is expressed in most, if not all, tissues, and a RACK-1::GFP localizes to the cytoplasm, with some fusion protein also seen in the axons, cell bodies, and growth cones of migrating VD neurons.	325	50	77.044	3.7599999999999994e-180	513	IV
nxOscSpeu1.1	V	4682052	4687183	323	13286_t	IPR009050, IPR012292, NA	Globin-like superfamily, Globin/Protoglobin, NA	glb-20	R01E6.6	glb-20 encodes a globin; glb-20 transcription is higher in L3 and dauers than in young adults; glb-20 has no obvious function in mass RNAi assays.	349	82	52.92	5.54e-94	283	X
nxOscSpeu1.1	V	10862731	10863314	181	15002_t	IPR003677	Domain of unknown function DUF148	C28C12.4	C28C12.4	Expressed in pharyngeal muscle cell and tail neurons. Is predicted to encode a protein with the following domains: SXP/RAL-2 family protein Ani s 5-like, metal-binding domain and SXP/RAL-2 family protein Ani s 5-like, cation-binding domain.	235	67	33.884	7.66e-15	70.1	IV
nxOscSpeu1.1	V	10865224	10865503	66	15003_t	NA	NA	R04F11.2	R04F11.2	Predicted to enable proton transmembrane transporter activity. Predicted to be involved in ATP synthesis coupled proton transport. Predicted to be located in mitochondrial inner membrane. Predicted to be part of mitochondrial proton-transporting ATP synthase complex. Is an ortholog of human ATP5ME (ATP synthase membrane subunit e).	107	45	76.667	2.4e-11	54.3	V
nxOscSpeu1.1	V	10867975	10869354	337	15004_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	10869551	10870897	346	15005_t	IPR019749, IPR019748, IPR000299, IPR035963, IPR018979, IPR014352, IPR041794, IPR000857, IPR011993, IPR029071, NA	Band 4.1 domain, FERM central domain, FERM domain, FERM superfamily second domain, FERM N-terminal, FERM/acyl-CoA-binding protein superfamily, Myosin VII FERM domain C-lobe, repeat 2, MyTH4 domain, PH-like domain superfamily, Ubiquitin-like domain superfamily, NA	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	98	61.17	1.9800000000000002e-154	478	X
nxOscSpeu1.1	V	10870937	10871645	196	15006_t	IPR000857, IPR038185, NA	MyTH4 domain, MyTH4 domain superfamily, NA	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	100	65.306	1.0000000000000001e-79	258	X
nxOscSpeu1.1	V	10871734	10877186	535	15007_t	IPR036961, IPR001609, IPR027417, IPR011993, NA	Kinesin motor domain superfamily, Myosin head motor domain, P-loop containing nucleoside triphosphate hydrolase, PH-like domain superfamily, NA	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	100	58.607	0	599	X
nxOscSpeu1.1	V	10877223	10878339	287	15008_t	IPR036961, IPR001609, IPR027417	Kinesin motor domain superfamily, Myosin head motor domain, P-loop containing nucleoside triphosphate hydrolase	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	100	82.639	6.389999999999999e-169	515	X
nxOscSpeu1.1	V	10888700	10899411	2113	15009_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	X	15	2733	615	15010_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	X	1320586	1327158	818	15382_t	IPR011011, IPR013083, NA	Zinc finger FYVE/PHD-type, Zinc finger RING/FYVE/PHD-type, NA	R11D1.10	R11D1.10a	Predicted to enable phosphatidylinositol-3-phosphate binding activity. Predicted to be involved in abscission and mitotic cytokinesis checkpoint signaling. Predicted to be located in centrosome; cleavage furrow; and midbody. Is an ortholog of human ZFYVE19 (zinc finger FYVE-type containing 19).	394	41	39.467	1.8499999999999998e-60	210	V
nxOscSpeu1.1	X	6341889	6344581	568	16715_t	IPR029058, IPR019826, IPR002018	Alpha/Beta hydrolase fold, Carboxylesterase type B active site, Carboxylesterase type B	cest-2.2	ZC376.2a	Predicted to be located in membrane. Predicted to be integral component of membrane.	670	84	34.221	2.3100000000000002e-77	257	V
nxOscSpeu1.1	X	7672441	7672964	161	17052_t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	X	12146949	12160958	3715	18265_t	IPR010285, IPR027417, NA	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase, NA	pif-1	Y18H1A.6a	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	677	12	24.911	7.23e-11	68.6	I
nxOscTipu1.1	I	10783	15571	635	g1.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	I	15845	20759	727	g2.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	I	21578	24786	910	g3.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	I	8863048	8864487	418	g2545.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	I	8866493	8870615	1155	g2546.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	I	8870721	8879684	2499	g2547.t1	NA	NA	pif-1	Y18H1A.6b	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	394	12	30.657	1.05e-11	69.7	I
nxOscTipu1.1	II	15178	19614	1124	g2548.t2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	21240	24471	216	g2549.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	22661	23573	253	g2550.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	8999791	9000324	177	g4914.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	9000517	9001449	255	g4915.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	9004085	9005223	157	g4916.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	II	9006222	9009249	886	g4917.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	III	13313	15633	201	g9796.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	III	9600230	9601289	193	g12555.t1	NA	NA	set-16	T12D8.1	set-16 encodes an H3K methyltransferases of the SET1/mixed lineage leukaemia (MLL) family; SET-16 regulates levels of H3K4 trimethylation in vivo and the SET-16 SET domain has H3K4 monomethylase activity in vitro; set-16 is an essential gene and also plays a role in attenuating Ras-mediated signaling during vulval development, by regulating expression of ajm-1, which encodes a component of cellular junctions; a set-16::GFP reporter fusion is expressed at high levels in the non-vulval descendants of the vulval precursor cells and at lower levels in the vulval cells themselves.	2475	12	69.565	6.4e-4	40	III
