seqnames	ID	assembly	Sequence	tID	gshortIds	newgID
nxOscTipu1.1_X	ID=g7288.t1;Parent=g7288;gene_id=g7288;transcript_id=g7288.t1	nxOscTipu1.1	X	g7288.t1	Otipu	Otipu_g7288.t1
nxOscTipu1.1_X	ID=g7289.t2;Parent=g7289;gene_id=g7289;transcript_id=g7289.t1	nxOscTipu1.1	X	g7289.t2	Otipu	Otipu_g7289.t2
nxOscTipu1.1_X	ID=g7290.t1;Parent=g7290;gene_id=g7290;transcript_id=g7290.t1	nxOscTipu1.1	X	g7290.t1	Otipu	Otipu_g7290.t1
nxOscTipu1.1_X	ID=g7291.t1;Parent=g7291;gene_id=g7291;transcript_id=g7291.t1	nxOscTipu1.1	X	g7291.t1	Otipu	Otipu_g7291.t1
nxOscTipu1.1_X	ID=g7292.t1;Parent=g7292;gene_id=g7292;transcript_id=g7292.t1	nxOscTipu1.1	X	g7292.t1	Otipu	Otipu_g7292.t1
nxOscTipu1.1_X	ID=g7293.t2;Parent=g7293;gene_id=g7293;transcript_id=g7293.t1	nxOscTipu1.1	X	g7293.t2	Otipu	Otipu_g7293.t2
nxOscTipu1.1_X	ID=g7294.t1;Parent=g7294;gene_id=g7294;transcript_id=g7294.t1	nxOscTipu1.1	X	g7294.t1	Otipu	Otipu_g7294.t1
nxOscTipu1.1_X	ID=g7295.t1;Parent=g7295;gene_id=g7295;transcript_id=g7295.t1	nxOscTipu1.1	X	g7295.t1	Otipu	Otipu_g7295.t1
nxOscTipu1.1_X	ID=g7296.t1;Parent=g7296;gene_id=g7296;transcript_id=g7296.t1	nxOscTipu1.1	X	g7296.t1	Otipu	Otipu_g7296.t1
nxOscTipu1.1_X	ID=g7297.t1;Parent=g7297;gene_id=g7297;transcript_id=g7297.t1	nxOscTipu1.1	X	g7297.t1	Otipu	Otipu_g7297.t1
nxOscTipu1.1_X	ID=g7298.t1;Parent=g7298;gene_id=g7298;transcript_id=g7298.t1	nxOscTipu1.1	X	g7298.t1	Otipu	Otipu_g7298.t1
nxOscTipu1.1_X	ID=g7299.t1;Parent=g7299;gene_id=g7299;transcript_id=g7299.t1	nxOscTipu1.1	X	g7299.t1	Otipu	Otipu_g7299.t1
nxOscTipu1.1_X	ID=g7300.t1;Parent=g7300;gene_id=g7300;transcript_id=g7300.t1	nxOscTipu1.1	X	g7300.t1	Otipu	Otipu_g7300.t1
nxOscTipu1.1_X	ID=g7301.t1;Parent=g7301;gene_id=g7301;transcript_id=g7301.t1	nxOscTipu1.1	X	g7301.t1	Otipu	Otipu_g7301.t1
nxOscTipu1.1_X	ID=g7302.t1;Parent=g7302;gene_id=g7302;transcript_id=g7302.t1	nxOscTipu1.1	X	g7302.t1	Otipu	Otipu_g7302.t1
nxOscTipu1.1_X	ID=g7303.t1;Parent=g7303;gene_id=g7303;transcript_id=g7303.t1	nxOscTipu1.1	X	g7303.t1	Otipu	Otipu_g7303.t1
nxOscTipu1.1_X	ID=g7304.t1;Parent=g7304;gene_id=g7304;transcript_id=g7304.t1	nxOscTipu1.1	X	g7304.t1	Otipu	Otipu_g7304.t1
nxOscTipu1.1_X	ID=g7305.t1;Parent=g7305;gene_id=g7305;transcript_id=g7305.t1	nxOscTipu1.1	X	g7305.t1	Otipu	Otipu_g7305.t1
nxOscTipu1.1_X	ID=g7306.t1;Parent=g7306;gene_id=g7306;transcript_id=g7306.t1	nxOscTipu1.1	X	g7306.t1	Otipu	Otipu_g7306.t1
nxOscTipu1.1_X	ID=g7307.t1;Parent=g7307;gene_id=g7307;transcript_id=g7307.t1	nxOscTipu1.1	X	g7307.t1	Otipu	Otipu_g7307.t1
nxOscTipu1.1_X	ID=g7308.t1;Parent=g7308;gene_id=g7308;transcript_id=g7308.t1	nxOscTipu1.1	X	g7308.t1	Otipu	Otipu_g7308.t1
nxOscTipu1.1_X	ID=g7309.t1;Parent=g7309;gene_id=g7309;transcript_id=g7309.t1	nxOscTipu1.1	X	g7309.t1	Otipu	Otipu_g7309.t1
nxOscTipu1.1_X	ID=g7310.t1;Parent=g7310;gene_id=g7310;transcript_id=g7310.t1	nxOscTipu1.1	X	g7310.t1	Otipu	Otipu_g7310.t1
nxOscTipu1.1_X	ID=g7311.t1;Parent=g7311;gene_id=g7311;transcript_id=g7311.t1	nxOscTipu1.1	X	g7311.t1	Otipu	Otipu_g7311.t1
nxOscTipu1.1_X	ID=g7312.t1;Parent=g7312;gene_id=g7312;transcript_id=g7312.t1	nxOscTipu1.1	X	g7312.t1	Otipu	Otipu_g7312.t1
nxOscTipu1.1_X	ID=g7313.t1;Parent=g7313;gene_id=g7313;transcript_id=g7313.t1	nxOscTipu1.1	X	g7313.t1	Otipu	Otipu_g7313.t1
nxOscTipu1.1_X	ID=g7314.t1;Parent=g7314;gene_id=g7314;transcript_id=g7314.t1	nxOscTipu1.1	X	g7314.t1	Otipu	Otipu_g7314.t1
nxOscTipu1.1_X	ID=g7315.t1;Parent=g7315;gene_id=g7315;transcript_id=g7315.t1	nxOscTipu1.1	X	g7315.t1	Otipu	Otipu_g7315.t1
nxOscTipu1.1_X	ID=g7316.t1;Parent=g7316;gene_id=g7316;transcript_id=g7316.t1	nxOscTipu1.1	X	g7316.t1	Otipu	Otipu_g7316.t1
nxOscTipu1.1_X	ID=g7317.t1;Parent=g7317;gene_id=g7317;transcript_id=g7317.t1	nxOscTipu1.1	X	g7317.t1	Otipu	Otipu_g7317.t1
nxOscTipu1.1_X	ID=g7318.t1;Parent=g7318;gene_id=g7318;transcript_id=g7318.t1	nxOscTipu1.1	X	g7318.t1	Otipu	Otipu_g7318.t1
nxOscTipu1.1_X	ID=g7319.t1;Parent=g7319;gene_id=g7319;transcript_id=g7319.t1	nxOscTipu1.1	X	g7319.t1	Otipu	Otipu_g7319.t1
nxOscTipu1.1_X	ID=g7320.t1;Parent=g7320;gene_id=g7320;transcript_id=g7320.t1	nxOscTipu1.1	X	g7320.t1	Otipu	Otipu_g7320.t1
nxOscTipu1.1_X	ID=g20005.t1;Parent=g20005;gene_id=g20005;transcript_id=g20005.t1	nxOscTipu1.1	X	g20005.t1	Otipu	Otipu_g20005.t1
nxOscTipu1.1_IV	ID=g20002.t1;Parent=g20002;gene_id=g20002;transcript_id=g20002.t1	nxOscTipu1.1	IV	g20002.t1	Otipu	Otipu_g20002.t1
nxOscTipu1.1_IV	ID=g20003.t1;Parent=g20003;gene_id=g20003;transcript_id=g20003.t1	nxOscTipu1.1	IV	g20003.t1	Otipu	Otipu_g20003.t1
nxOscTipu1.1_IV	ID=g12564.t1;Parent=g12564;gene_id=g12564;transcript_id=g12564.t1	nxOscTipu1.1	IV	g12564.t1	Otipu	Otipu_g12564.t1
nxOscTipu1.1_IV	ID=g12565.t1;Parent=g12565;gene_id=g12565;transcript_id=g12565.t1	nxOscTipu1.1	IV	g12565.t1	Otipu	Otipu_g12565.t1
nxOscTipu1.1_IV	ID=g12566.t1;Parent=g12566;gene_id=g12566;transcript_id=g12566.t1	nxOscTipu1.1	IV	g12566.t1	Otipu	Otipu_g12566.t1
nxOscTipu1.1_IV	ID=g12567.t1;Parent=g12567;gene_id=g12567;transcript_id=g12567.t1	nxOscTipu1.1	IV	g12567.t1	Otipu	Otipu_g12567.t1
nxOscTipu1.1_IV	ID=g15548.t1;Parent=g15548;gene_id=g15548;transcript_id=g15548.t1	nxOscTipu1.1	IV	g15548.t1	Otipu	Otipu_g15548.t1
