Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1
OG0018465		6585_t				
OG0018466		6603_t				
OG0018467		6630_t				
OG0018468		6648_t				
OG0018469		6703_t				
OG0018470		6747_t				
OG0018471		6774_t				
OG0018472		6783_t				
OG0018473		6798_t				
OG0018474		6803_t				
OG0018475		6929_t				
OG0018476		6932_t				
OG0018477		6965_t				
OG0018478		6973_t				
OG0018479		6977_t				
OG0018480		6978_t				
OG0018481		7053_t				
OG0018482		7055_t				
OG0018483		7084_t				
OG0018484		7105_t				
OG0018485		7156_t				
OG0018486		7157_t				
OG0018487		7158_t				
OG0018488		7159_t				
OG0018489		7162_t				
OG0018490		7167_t				
OG0018491		7193_t				
OG0018492		7200_t				
OG0018493		7220_t				
OG0018494		7307_t				
OG0018495		7342_t				
OG0018496		7366_t				
OG0018497		7411_t				
OG0018498		7442_t				
OG0018499		7463_t				
OG0018500		7464_t				
OG0018501		7472_t				
OG0018502		7481_t				
OG0018503		7521_t				
OG0018504		7523_t				
OG0018505		7533_t				
OG0018506		7595_t				
OG0018507		7603_t				
OG0018508		7658_t				
OG0018509		7674_t				
OG0018510		7690_t				
OG0018511		7748_t				
OG0018512		7768_t				
OG0018513		7808_t				
OG0018514		7813_t				
OG0018515		7833_t				
OG0018516		7839_t				
OG0018517		7850_t				
OG0018518		7855_t				
OG0018519		7867_t				
OG0018520		7868_t				
OG0018521		7869_t				
OG0018522		7870_t				
OG0018523		7872_t				
OG0018524		7875_t				
OG0018525		7899_t				
OG0018526		7938_t				
OG0018527		7942_t				
OG0018528		7976_t				
OG0018529		7997_t				
OG0018530		8024_t				
OG0018531		8035_t				
OG0018532		8054_t				
OG0018533		8080_t				
OG0018534		8089_t				
OG0018535		8094_t				
OG0018536		8133_t				
OG0018537		8139_t				
OG0018538		8140_t				
OG0018539		8141_t				
OG0018540		8150_t				
OG0018541		8159_t				
OG0018542		8165_t				
OG0018543		8174_t				
OG0018544		8191_t				
OG0018545		8192_t				
OG0018546		8193_t				
OG0018547		8221_t				
OG0018548		8240_t				
OG0018549		8241_t				
OG0018550		8254_t				
OG0018551		8271_t				
OG0018552		8283_t				
OG0018553		8290_t				
OG0018554		8291_t				
OG0018555		8309_t				
OG0018556		8313_t				
OG0018557		8323_t				
OG0018558		8330_t				
OG0018559		8351_t				
OG0018560		8352_t				
OG0018561		8381_t				
OG0018562		8424_t				
OG0018563		8436_t				
OG0018564		8439_t				
OG0018565		8443_t				
OG0018566		8448_t				
OG0018567		8453_t				
OG0018568		8468_t				
OG0018569		8472_t				
OG0018570		8473_t				
OG0018571		8474_t				
OG0018572		8478_t				
OG0018573		8499_t				
OG0018574		8500_t				
OG0018575		8515_t				
OG0018576		8524_t				
OG0018577		8525_t				
OG0018578		8543_t				
OG0018579		8545_t				
OG0018580		8566_t				
OG0018581		8567_t				
OG0018582		8576_t				
OG0018583		8577_t				
OG0018584		8596_t				
OG0018585		8603_t				
OG0018586		8605_t				
OG0018587		8609_t				
OG0018588		8636_t				
OG0018589		8639_t				
OG0018590		8646_t				
OG0018591		8652_t				
OG0018592		8656_t				
OG0018593		8661_t				
OG0018594		8684_t				
OG0018595		8685_t				
OG0018596		8686_t				
OG0018597		8688_t				
OG0018598		8689_t				
OG0018599		8704_t				
OG0018600		8709_t				
OG0018601		8710_t				
OG0018602		8711_t				
OG0018603		8713_t				
OG0018604		8714_t				
OG0018605		8717_t				
OG0018606		8719_t				
OG0018607		8721_t				
OG0018608		8722_t				
OG0018609		8723_t				
OG0018610		8724_t				
OG0018611		8725_t				
OG0018612		8727_t				
OG0018613		8732_t				
OG0018614		8757_t				
OG0018615		8786_t				
OG0018616		8791_t				
OG0018617		8804_t				
OG0018618		8810_t				
OG0018619		8825_t				
OG0018620		8830_t				
OG0018621		8834_t				
OG0018622		8841_t				
OG0018623		11_t				
OG0018624		21_t				
OG0018625		37_t				
OG0018626		112_t				
OG0018627		127_t				
OG0018628		134_t				
OG0018629		135_t				
OG0018630		153_t				
OG0018631		163_t				
OG0018632		186_t				
OG0018633		207_t				
OG0018634		255_t				
OG0018635		280_t				
OG0018636		306_t				
OG0018637		344_t				
OG0018638		380_t				
OG0018639		410_t				
OG0018640		414_t				
OG0018641		429_t				
OG0018642		431_t				
OG0018643		434_t				
OG0018644		440_t				
OG0018645		443_t				
OG0018646		448_t				
OG0018647		449_t				
OG0018648		453_t				
OG0018649		454_t				
OG0018650		463_t				
OG0018651		489_t				
OG0018652		504_t				
OG0018653		509_t				
OG0018654		521_t				
OG0018655		524_t				
OG0018656		529_t				
OG0018657		540_t				
OG0018658		553_t				
OG0018659		554_t				
OG0018660		556_t				
OG0018661		579_t				
OG0018662		595_t				
OG0018663		608_t				
OG0018664		610_t				
OG0018665		626_t				
OG0018666		634_t				
OG0018667		638_t				
OG0018668		642_t				
OG0018669		658_t				
OG0018670		676_t				
OG0018671		686_t				
OG0018672		688_t				
OG0018673		694_t				
OG0018674		704_t				
OG0018675		723_t				
OG0018676		729_t				
OG0018677		745_t				
OG0018678		762_t				
OG0018679		779_t				
OG0018680		780_t				
OG0018681		801_t				
OG0018682		802_t				
OG0018683		813_t				
OG0018684		821_t				
OG0018685		828_t				
OG0018686		836_t				
OG0018687		841_t				
OG0018688		847_t				
OG0018689		858_t				
OG0018690		860_t				
OG0018691		880_t				
OG0018692		896_t				
OG0018693		904_t				
OG0018694		909_t				
OG0018695		926_t				
OG0018696		930_t				
OG0018697		938_t				
OG0018698		939_t				
OG0018699		951_t				
OG0018700		958_t				
OG0018701		973_t				
OG0018702		974_t				
OG0018703		1020_t				
OG0018704		1021_t				
OG0018705		1024_t				
OG0018706		1027_t				
OG0018707		1043_t				
OG0018708		1045_t				
OG0018709		1112_t				
OG0018710		1122_t				
OG0018711		1136_t				
OG0018712		1182_t				
OG0018713		1216_t				
OG0018714		1229_t				
OG0018715		1233_t				
OG0018716		1238_t				
OG0018717		1266_t				
OG0018718		1309_t				
OG0018719		1311_t				
OG0018720		1314_t				
OG0018721		1378_t				
OG0018722		1395_t				
OG0018723		1423_t				
OG0018724		1462_t				
OG0018725		1477_t				
OG0018726		1625_t				
OG0018727		1655_t				
OG0018728		1673_t				
OG0018729		1679_t				
OG0018730		1784_t				
OG0018731		1856_t				
OG0018732		1892_t				
OG0018733		1936_t				
OG0018734		1950_t				
OG0018735		1953_t				
OG0018736		1980_t				
OG0018737		2031_t				
OG0018738		2036_t				
OG0018739		2047_t				
OG0018740		2061_t				
OG0018741		2102_t				
OG0018742		2205_t				
OG0018743		2217_t				
OG0018744		2221_t				
OG0018745		2278_t				
OG0018746		2284_t				
OG0018747		2285_t				
OG0018748		2287_t				
OG0018749		2288_t				
OG0018750		2289_t				
OG0018751		2322_t				
OG0018752		2323_t				
OG0018753		2329_t				
OG0018754		2350_t				
OG0018755		2351_t				
OG0018756		2367_t				
OG0018757		2368_t				
OG0018758		2370_t				
OG0018759		2373_t				
OG0018760		2388_t				
OG0018761		2398_t				
OG0018762		2421_t				
OG0018763		2422_t				
OG0018764		2432_t				
OG0018765		2469_t				
OG0018766		2476_t				
OG0018767		2477_t				
OG0018768		2491_t				
OG0018769		2494_t				
OG0018770		2503_t				
OG0018771		2514_t				
OG0018772		2515_t				
OG0018773		2528_t				
OG0018774		2532_t				
OG0018775		2570_t				
OG0018776		2583_t				
OG0018777		2590_t				
OG0018778		2600_t				
OG0018779		2616_t				
OG0018780		2630_t				
OG0018781		2633_t				
OG0018782		2673_t				
OG0018783		2676_t				
OG0018784		2685_t				
OG0018785		2686_t				
OG0018786		2687_t				
OG0018787		2720_t				
OG0018788		2723_t				
OG0018789		2732_t				
OG0018790		2733_t				
OG0018791		2754_t				
OG0018792		2755_t				
OG0018793		2756_t				
OG0018794		2769_t				
OG0018795		2772_t				
OG0018796		2779_t				
OG0018797		2813_t				
OG0018798		2815_t				
OG0018799		2836_t				
OG0018800		2855_t				
OG0018801		2858_t				
OG0018802		2867_t				
OG0018803		2868_t				
OG0018804		2869_t				
OG0018805		2887_t				
OG0018806		2888_t				
OG0018807		2892_t				
OG0018808		2898_t				
OG0018809		2903_t				
OG0018810		2971_t				
OG0018811		2996_t				
OG0018812		2998_t				
OG0018813		2999_t				
OG0018814		3006_t				
OG0018815		3021_t				
OG0018816		3023_t				
OG0018817		3024_t				
OG0018818		3036_t				
OG0018819		3052_t				
OG0018820		3059_t				
OG0018821		3060_t				
OG0018822		3065_t				
OG0018823		3067_t				
OG0018824		3093_t				
OG0018825		3118_t				
OG0018826		3120_t				
OG0018827		3122_t				
OG0018828		3135_t				
OG0018829		3148_t				
OG0018830		3150_t				
OG0018831		3176_t				
OG0018832		3184_t				
OG0018833		3189_t				
OG0018834		3206_t				
OG0018835		3208_t				
OG0018836		3232_t				
OG0018837		3233_t				
OG0018838		3234_t				
OG0018839		3246_t				
OG0018840		3263_t				
OG0018841		3266_t				
OG0018842		3282_t				
OG0018843		3294_t				
OG0018844		3315_t				
OG0018845		3318_t				
OG0018846		3333_t				
OG0018847		3334_t				
OG0018848		3343_t				
OG0018849		3351_t				
OG0018850		3381_t				
OG0018851		3384_t				
OG0018852		3453_t				
OG0018853		3466_t				
OG0018854		3472_t				
OG0018855		3473_t				
OG0018856		3479_t				
OG0018857		3494_t				
OG0018858		3495_t				
OG0018859		3502_t				
OG0018860		3515_t				
OG0018861		3524_t				
OG0018862		3541_t				
OG0018863		3584_t				
OG0018864		3605_t				
OG0018865		3617_t				
OG0018866		3618_t				
OG0018867		3650_t				
OG0018868		3700_t				
OG0018869		3704_t				
OG0018870		3718_t				
OG0018871		3721_t				
OG0018872		3739_t				
OG0018873		3748_t				
OG0018874		3800_t				
OG0018875		3811_t				
OG0018876		3818_t				
OG0018877		3823_t				
OG0018878		3831_t				
OG0018879		3847_t				
OG0018880		3855_t				
OG0018881		3859_t				
OG0018882		3868_t				
OG0018883		3869_t				
OG0018884		3884_t				
OG0018885		3885_t				
OG0018886		3901_t				
OG0018887		3916_t				
OG0018888		3970_t				
OG0018889		4054_t				
OG0018890		4096_t				
OG0018891		4133_t				
OG0018892		4170_t				
OG0018893		4197_t				
OG0018894		4198_t				
OG0018895		4243_t				
OG0018896		4246_t				
OG0018897		4274_t				
OG0018898		4302_t				
OG0018899		4312_t				
OG0018900		4333_t				
OG0018901		4396_t				
OG0018902		4402_t				
OG0018903		4416_t				
OG0018904		4445_t				
OG0018905		4475_t				
OG0018906		4476_t				
OG0018907		4483_t				
OG0018908		4495_t				
OG0018909		4553_t				
OG0018910		4577_t				
OG0018911		4610_t				
OG0018912		4616_t				
OG0018913		4620_t				
OG0018914		4657_t				
OG0018915		4659_t				
OG0018916		4678_t				
OG0018917		4682_t				
OG0018918		4747_t				
OG0018919		4775_t				
OG0018920		4785_t				
OG0018921		4814_t				
OG0018922		4848_t				
OG0018923		4868_t				
OG0018924		4890_t				
OG0018925		4891_t				
OG0018926		4903_t				
OG0018927		4916_t				
OG0018928		4917_t				
OG0018929		4920_t				
OG0018930		4946_t				
OG0018931		4958_t				
OG0018932		4959_t				
OG0018933		4979_t				
OG0018934		4981_t				
OG0018935		5008_t				
OG0018936		5013_t				
OG0018937		5044_t				
OG0018938		5045_t				
OG0018939		5047_t				
OG0018940		5064_t				
OG0018941		5091_t				
OG0018942		5098_t				
OG0018943		5118_t				
OG0018944		5205_t				
OG0018945		5209_t				
OG0018946		5216_t				
OG0018947		5218_t				
OG0018948		5255_t				
OG0018949		5265_t				
OG0018950		5268_t				
OG0018951		5300_t				
OG0018952		5303_t				
OG0018953		5316_t				
OG0018954		5332_t				
OG0018955		5352_t				
OG0018956		5358_t				
OG0018957		5372_t				
OG0018958		5375_t				
OG0018959		5399_t				
OG0018960		5417_t				
OG0018961		5422_t				
OG0018962		5423_t				
OG0018963		5425_t				
OG0018964		5451_t				
OG0018965		5470_t				
OG0018966		5484_t				
OG0018967		5560_t				
OG0018968		5561_t				
OG0018969		5568_t				
OG0018970		5594_t				
OG0018971		5665_t				
OG0018972		5673_t				
OG0018973		5676_t				
OG0018974		5689_t				
OG0018975		5751_t				
OG0018976		5756_t				
OG0018977		5757_t				
OG0018978		5778_t				
OG0018979		8864_t				
OG0018980			g10719.t1			
OG0018981			g10730.t1			
OG0018982			g10736.t1			
OG0018983			g10759.t1			
OG0018984			g10772.t1			
OG0018985			g10773.t1			
OG0018986			g10780.t1			
OG0018987			g10787.t1			
OG0018988			g10790.t1			
OG0018989			g10817.t1			
OG0018990			g10831.t1			
OG0018991			g10848.t1			
OG0018992			g10849.t1			
OG0018993			g10867.t1			
OG0018994			g10871.t1			
OG0018995			g10904.t1			
OG0018996			g10917.t1			
OG0018997			g10942.t1			
OG0018998			g10956.t1			
OG0018999			g10983.t1			
OG0019000			g10995.t1			
OG0019001			g10996.t1			
OG0019002			g11001.t1			
OG0019003			g11016.t1			
OG0019004			g11029.t1			
OG0019005			g11060.t1			
OG0019006			g11064.t1			
OG0019007			g11083.t1			
OG0019008			g11090.t1			
OG0019009			g11105.t1			
OG0019010			g11111.t2			
OG0019011			g11140.t1			
OG0019012			g11144.t1			
OG0019013			g11157.t1			
OG0019014			g11167.t1			
OG0019015			g11183.t1			
OG0019016			g11197.t1			
OG0019017			g11198.t1			
OG0019018			g11203.t1			
OG0019019			g11208.t1			
OG0019020			g11251.t1			
OG0019021			g11303.t1			
OG0019022			g11313.t1			
OG0019023			g11314.t1			
OG0019024			g11316.t1			
OG0019025			g11326.t1			
OG0019026			g11354.t1			
OG0019027			g11362.t1			
OG0019028			g11370.t1			
OG0019029			g11388.t1			
OG0019030			g11391.t1			
OG0019031			g11418.t1			
OG0019032			g11422.t1			
OG0019033			g11480.t1			
OG0019034			g11484.t1			
OG0019035			g11512.t1			
OG0019036			g11530.t1			
OG0019037			g11534.t1			
OG0019038			g11554.t1			
OG0019039			g11592.t1			
OG0019040			g11636.t1			
OG0019041			g11676.t1			
OG0019042			g11760.t1			
OG0019043			g11774.t1			
OG0019044			g11776.t1			
OG0019045			g11779.t1			
OG0019046			g11792.t1			
OG0019047			g11797.t1			
OG0019048			g11802.t1			
OG0019049			g11807.t1			
OG0019050			g11815.t1			
OG0019051			g11856.t1			
OG0019052			g11859.t1			
OG0019053			g11872.t1			
OG0019054			g11912.t1			
OG0019055			g11916.t1			
OG0019056			g11917.t1			
OG0019057			g11961.t1			
OG0019058			g11974.t1			
OG0019059			g11975.t1			
OG0019060			g12001.t1			
OG0019061			g12016.t1			
OG0019062			g12019.t1			
OG0019063			g12061.t1			
OG0019064			g12063.t2			
OG0019065			g12067.t1			
OG0019066			g12101.t1			
OG0019067			g12186.t1			
OG0019068			g12195.t1			
OG0019069			g12333.t1			
OG0019070			g12334.t1			
OG0019071			g12400.t1			
OG0019072			g12415.t1			
OG0019073			g12420.t1			
OG0019074			g12437.t1			
OG0019075			g12450.t1			
OG0019076			g12484.t1			
OG0019077			g12486.t1			
OG0019078			g12507.t1			
OG0019079			g12601.t1			
OG0019080			g12610.t1			
OG0019081			g12615.t1			
OG0019082			g12617.t1			
OG0019083			g12638.t1			
OG0019084			g12642.t1			
OG0019085			g12661.t1			
OG0019086			g12687.t1			
OG0019087			g12722.t1			
OG0019088			g12757.t1			
OG0019089			g12778.t1			
OG0019090			g12839.t1			
OG0019091			g12865.t1			
OG0019092			g12919.t1			
OG0019093			g12944.t1			
OG0019094			g12955.t1			
OG0019095			g12974.t1			
OG0019096			g12977.t1			
OG0019097			g13046.t1			
OG0019098			g13096.t1			
OG0019099			g13115.t1			
OG0019100			g13132.t2			
OG0019101			g13133.t1			
OG0019102			g13137.t1			
OG0019103			g13140.t1			
OG0019104			g13143.t1			
OG0019105			g13153.t1			
OG0019106			g13159.t1			
OG0019107			g13162.t1			
OG0019108			g13167.t1			
OG0019109			g13221.t1			
OG0019110			g8195.t1			
OG0019111			g8203.t1			
OG0019112			g8206.t1			
OG0019113			g8272.t1			
OG0019114			g8273.t1			
OG0019115			g8278.t1			
OG0019116			g8306.t1			
OG0019117			g8345.t1			
OG0019118			g8383.t1			
OG0019119			g8422.t1			
OG0019120			g8429.t1			
OG0019121			g8457.t1			
OG0019122			g8487.t1			
OG0019123			g8514.t1			
OG0019124			g8535.t1			
OG0019125			g8545.t1			
OG0019126			g8599.t1			
OG0019127			g8600.t1			
OG0019128			g8654.t1			
OG0019129			g8745.t1			
OG0019130			g8781.t1			
OG0019131			g8812.t1			
OG0019132			g8861.t1			
OG0019133			g8871.t1			
OG0019134			g8882.t1			
OG0019135			g8884.t1			
OG0019136			g8896.t1			
OG0019137			g8899.t1			
OG0019138			g8903.t1			
OG0019139			g8943.t1			
OG0019140			g8979.t1			
OG0019141			g8999.t1			
OG0019142			g9006.t1			
OG0019143			g9024.t1			
OG0019144			g9031.t1			
OG0019145			g9040.t1			
OG0019146			g9094.t1			
OG0019147			g9118.t1			
OG0019148			g9132.t1			
OG0019149			g9145.t1			
OG0019150			g9206.t1			
OG0019151			g9226.t1			
OG0019152			g9228.t1			
OG0019153			g9237.t1			
OG0019154			g9252.t1			
OG0019155			g9260.t1			
OG0019156			g9279.t1			
OG0019157			g9306.t1			
OG0019158			g9393.t1			
OG0019159			g9422.t1			
OG0019160			g9424.t1			
OG0019161			g9432.t1			
OG0019162			g9456.t1			
OG0019163			g9469.t1			
OG0019164			g9514.t1			
OG0019165			g9515.t1			
OG0019166			g9579.t1			
OG0019167			g9623.t1			
OG0019168			g9685.t1			
OG0019169			g9690.t1			
OG0019170			g9700.t1			
OG0019171			g9764.t1			
OG0019172			g9844.t1			
OG0019173			g9858.t1			
OG0019174			g9880.t1			
OG0019175			g9883.t1			
OG0019176			g9900.t1			
OG0019177			g9936.t1			
OG0019178			g9944.t1			
OG0019179			g9958.t1			
OG0019180			g9978.t1			
OG0019181			g9979.t1			
OG0019182			g9990.t1			
OG0019183			g9995.t1			
OG0019184			g10072.t1			
OG0019185			g10075.t1			
OG0019186			g10081.t1			
OG0019187			g10100.t1			
OG0019188			g10163.t1			
OG0019189			g10195.t1			
OG0019190			g10232.t1			
OG0019191			g10248.t1			
OG0019192			g10252.t1			
OG0019193			g10258.t1			
OG0019194			g10268.t1			
OG0019195			g10271.t1			
OG0019196			g10320.t1			
OG0019197			g10326.t1			
OG0019198			g10329.t1			
OG0019199			g10382.t1			
OG0019200			g10429.t2			
OG0019201			g10481.t1			
OG0019202			g10541.t1			
OG0019203			g10544.t1			
OG0019204			g10545.t1			
OG0019205			g10546.t1			
OG0019206			g10558.t1			
OG0019207			g10578.t1			
OG0019208			g10585.t1			
OG0019209			g10586.t1			
OG0019210			g10615.t1			
OG0019211			g10688.t1			
OG0019212			g2713.t1			
OG0019213			g2721.t1			
OG0019214			g2722.t1			
OG0019215			g2725.t1			
OG0019216			g2728.t1			
OG0019217			g2736.t1			
OG0019218			g2739.t1			
OG0019219			g2754.t1			
OG0019220			g2764.t1			
OG0019221			g2784.t1			
OG0019222			g2796.t1			
OG0019223			g2802.t1			
OG0019224			g2803.t1			
OG0019225			g2804.t1			
OG0019226			g2825.t1			
OG0019227			g2844.t1			
OG0019228			g2848.t1			
OG0019229			g2870.t1			
OG0019230			g2872.t1			
OG0019231			g2877.t1			
OG0019232			g2882.t1			
OG0019233			g2909.t1			
OG0019234			g2910.t1			
OG0019235			g2919.t1			
OG0019236			g2929.t1			
OG0019237			g2931.t1			
OG0019238			g2932.t1			
OG0019239			g2933.t1			
OG0019240			g2941.t1			
OG0019241			g2943.t1			
OG0019242			g2955.t1			
OG0019243			g2972.t1			
OG0019244			g2975.t1			
OG0019245			g2977.t1			
OG0019246			g2985.t1			
OG0019247			g3009.t1			
OG0019248			g3024.t1			
OG0019249			g3085.t1			
OG0019250			g3088.t1			
OG0019251			g3098.t1			
OG0019252			g3115.t1			
OG0019253			g3121.t1			
OG0019254			g3139.t1			
OG0019255			g3175.t1			
OG0019256			g3194.t1			
OG0019257			g3209.t2			
OG0019258			g3226.t1			
OG0019259			g3227.t1			
OG0019260			g3231.t1			
OG0019261			g3236.t1			
OG0019262			g3237.t1			
OG0019263			g3245.t1			
OG0019264			g3250.t1			
OG0019265			g3271.t1			
OG0019266			g3390.t1			
OG0019267			g3393.t1			
OG0019268			g3448.t1			
OG0019269			g3478.t1			
OG0019270			g3567.t1			
OG0019271			g3627.t1			
OG0019272			g3642.t1			
OG0019273			g3713.t1			
OG0019274			g3744.t1			
OG0019275			g3828.t1			
OG0019276			g3861.t1			
OG0019277			g3865.t1			
OG0019278			g3873.t1			
OG0019279			g3890.t1			
OG0019280			g3904.t1			
OG0019281			g3949.t1			
OG0019282			g3989.t1			
OG0019283			g4033.t1			
OG0019284			g4167.t1			
OG0019285			g4181.t1			
OG0019286			g4236.t1			
OG0019287			g4262.t1			
OG0019288			g4295.t1			
OG0019289			g4299.t1			
OG0019290			g4319.t1			
OG0019291			g4321.t1			
OG0019292			g4348.t1			
OG0019293			g4357.t1			
OG0019294			g4403.t1			
OG0019295			g4444.t1			
OG0019296			g4445.t1			
OG0019297			g4449.t1			
OG0019298			g4472.t1			
OG0019299			g4475.t1			
OG0019300			g4490.t1			
OG0019301			g4494.t1			
OG0019302			g4497.t1			
OG0019303			g4522.t1			
OG0019304			g4572.t1			
OG0019305			g4581.t1			
OG0019306			g4623.t1			
OG0019307			g4640.t1			
OG0019308			g4649.t1			
OG0019309			g4657.t1			
OG0019310			g4662.t1			
OG0019311			g4663.t1			
OG0019312			g4671.t1			
OG0019313			g4677.t1			
OG0019314			g4685.t1			
OG0019315			g4710.t1			
OG0019316			g4714.t1			
OG0019317			g4726.t1			
OG0019318			g4745.t1			
OG0019319			g4775.t1			
OG0019320			g4792.t1			
OG0019321			g4793.t1			
OG0019322			g4794.t1			
OG0019323			g4805.t1			
OG0019324			g4808.t1			
OG0019325			g4842.t1			
OG0019326			g4854.t1			
OG0019327			g4872.t1			
OG0019328			g4882.t1			
OG0019329			g4929.t1			
OG0019330			g4930.t1			
OG0019331			g4941.t1			
OG0019332			g5000.t1			
OG0019333			g5001.t1			
OG0019334			g5004.t1			
OG0019335			g5006.t1			
OG0019336			g5012.t1			
OG0019337			g5019.t1			
OG0019338			g5025.t1			
OG0019339			g5047.t1			
OG0019340			g5087.t1			
OG0019341			g5130.t1			
OG0019342			g5131.t1			
OG0019343			g5137.t1			
OG0019344			g5155.t1			
OG0019345			g5185.t1			
OG0019346			g5205.t1			
OG0019347			g5206.t1			
OG0019348			g5213.t1			
OG0019349			g5229.t1			
OG0019350			g5.t1			
OG0019351			g29.t1			
OG0019352			g39.t1			
OG0019353			g43.t1			
OG0019354			g93.t1			
OG0019355			g107.t1			
OG0019356			g113.t1			
OG0019357			g120.t1			
OG0019358			g124.t1			
OG0019359			g130.t1			
OG0019360			g131.t1			
OG0019361			g135.t1			
OG0019362			g160.t1			
OG0019363			g215.t1			
OG0019364			g227.t1			
OG0019365			g232.t1			
OG0019366			g238.t1			
OG0019367			g242.t1			
OG0019368			g243.t1			
OG0019369			g249.t1			
OG0019370			g259.t1			
OG0019371			g269.t1			
OG0019372			g270.t1			
OG0019373			g367.t1			
OG0019374			g369.t1			
OG0019375			g394.t1			
OG0019376			g398.t1			
OG0019377			g411.t1			
OG0019378			g417.t1			
OG0019379			g435.t1			
OG0019380			g442.t1			
OG0019381			g461.t1			
OG0019382			g483.t1			
OG0019383			g490.t1			
OG0019384			g496.t1			
OG0019385			g497.t1			
OG0019386			g500.t1			
OG0019387			g531.t1			
OG0019388			g574.t1			
OG0019389			g580.t1			
OG0019390			g619.t1			
OG0019391			g620.t1			
OG0019392			g627.t1			
OG0019393			g670.t1			
OG0019394			g678.t1			
OG0019395			g679.t1			
OG0019396			g681.t1			
OG0019397			g837.t1			
OG0019398			g865.t1			
OG0019399			g888.t1			
OG0019400			g957.t1			
OG0019401			g964.t1			
OG0019402			g996.t1			
OG0019403			g997.t1			
OG0019404			g1014.t1			
OG0019405			g1033.t1			
OG0019406			g1047.t1			
OG0019407			g1144.t1			
OG0019408			g1153.t1			
OG0019409			g1156.t1			
OG0019410			g1157.t1			
OG0019411			g1162.t1			
OG0019412			g1176.t1			
OG0019413			g1201.t1			
OG0019414			g1208.t1			
OG0019415			g1275.t1			
OG0019416			g1277.t1			
OG0019417			g1288.t1			
OG0019418			g1299.t1			
OG0019419			g1335.t1			
OG0019420			g1339.t1			
OG0019421			g1361.t1			
OG0019422			g1394.t1			
OG0019423			g1421.t1			
OG0019424			g1443.t1			
OG0019425			g1460.t1			
OG0019426			g1497.t1			
OG0019427			g1514.t1			
OG0019428			g1538.t1			
OG0019429			g1545.t1			
OG0019430			g1641.t1			
OG0019431			g1678.t1			
OG0019432			g1681.t1			
OG0019433			g1688.t1			
OG0019434			g1698.t1			
OG0019435			g1763.t1			
OG0019436			g1794.t1			
OG0019437			g1822.t1			
OG0019438			g1891.t1			
OG0019439			g1972.t1			
OG0019440			g2059.t1			
OG0019441			g2074.t1			
OG0019442			g2101.t1			
OG0019443			g2116.t1			
OG0019444			g2142.t1			
OG0019445			g2149.t1			
OG0019446			g2154.t1			
OG0019447			g2160.t1			
OG0019448			g2174.t1			
OG0019449			g2179.t1			
OG0019450			g2212.t1			
OG0019451			g2221.t1			
OG0019452			g2249.t1			
OG0019453			g2257.t1			
OG0019454			g2285.t1			
OG0019455			g2298.t1			
OG0019456			g2321.t1			
OG0019457			g2324.t1			
OG0019458			g2341.t1			
OG0019459			g2347.t1			
OG0019460			g2374.t1			
OG0019461			g2392.t1			
OG0019462			g2451.t1			
OG0019463			g2456.t1			
OG0019464			g2508.t1			
OG0019465			g2509.t1			
OG0019466			g2565.t1			
OG0019467			g2579.t1			
OG0019468			g2613.t1			
OG0019469			g2626.t1			
OG0019470			g2633.t1			
OG0019471			g2647.t1			
OG0019472			g2649.t1			
OG0019473			g2667.t1			
OG0019474			g2668.t1			
OG0019475			g13238.t1			
OG0019476			g13291.t1			
OG0019477			g13326.t1			
OG0019478			g13335.t1			
OG0019479			g13337.t1			
OG0019480			g13338.t1			
OG0019481			g13372.t1			
OG0019482			g13402.t1			
OG0019483			g13407.t1			
OG0019484			g13411.t1			
OG0019485			g13412.t1			
OG0019486			g13423.t1			
OG0019487			g13424.t1			
OG0019488			g13457.t1			
OG0019489			g13464.t1			
OG0019490			g13506.t1			
OG0019491			g13510.t1			
OG0019492			g13538.t1			
OG0019493			g13567.t1			
OG0019494			g13578.t1			
OG0019495			g13639.t1			
OG0019496			g13658.t1			
OG0019497			g13659.t1			
OG0019498			g13663.t1			
OG0019499			g13664.t1			
OG0019500			g13665.t1			
OG0019501			g13691.t1			
OG0019502			g13723.t1			
OG0019503			g13733.t1			
OG0019504			g13800.t1			
OG0019505			g13804.t1			
OG0019506			g13810.t1			
OG0019507			g13820.t1			
OG0019508			g13846.t1			
OG0019509			g13862.t1			
OG0019510			g13900.t1			
OG0019511			g13915.t1			
OG0019512			g13924.t1			
OG0019513			g13946.t1			
OG0019514			g14022.t1			
OG0019515			g14041.t1			
OG0019516			g14059.t1			
OG0019517			g14287.t1			
OG0019518			g14346.t1			
OG0019519			g14400.t1			
OG0019520			g14454.t1			
OG0019521			g14458.t1			
OG0019522			g14496.t1			
OG0019523			g14533.t1			
OG0019524			g14558.t1			
OG0019525			g14577.t1			
OG0019526			g14584.t1			
OG0019527			g14686.t1			
OG0019528			g14712.t1			
OG0019529			g14733.t1			
OG0019530			g14739.t1			
OG0019531			g14789.t1			
OG0019532			g14790.t1			
OG0019533			g14791.t1			
OG0019534			g14792.t1			
OG0019535			g14807.t1			
OG0019536			g14813.t1			
OG0019537			g14910.t1			
OG0019538			g14927.t1			
OG0019539			g14982.t1			
OG0019540			g15009.t1			
OG0019541			g15030.t1			
